,country,year,cases,sex,age
13994,SD,2008,610,m,55--64
13995,SE,1995,4,m,55--64
13996,SE,1996,5,m,55--64
13997,SE,1997,0,m,55--64
13998,SE,1998,3,m,55--64
13999,SE,1999,2,m,55--64
14000,SE,2000,4,m,55--64
14001,SE,2001,1,m,55--64
14002,SE,2002,7,m,55--64
14003,SE,2003,5,m,55--64
14004,SE,2004,12,m,55--64
14005,SE,2005,5,m,55--64
14006,SE,2006,3,m,55--64
14007,SE,2007,3,m,55--64
14008,SE,2008,7,m,55--64
14009,SG,1995,70,m,55--64
14010,SG,1997,88,m,55--64
14011,SG,1998,81,m,55--64
14012,SG,1999,55,m,55--64
14013,SG,2000,26,m,55--64
14014,SG,2001,66,m,55--64
14015,SG,2002,65,m,55--64
14016,SG,2003,80,m,55--64
14017,SG,2004,75,m,55--64
14018,SG,2005,96,m,55--64
14019,SG,2006,75,m,55--64
14020,SG,2007,80,m,55--64
14021,SG,2008,94,m,55--64
14022,SI,1995,26,m,55--64
14023,SI,1996,28,m,55--64
14024,SI,1997,15,m,55--64
14025,SI,1998,13,m,55--64
14026,SI,1999,11,m,55--64
14027,SI,2000,14,m,55--64
14028,SI,2001,11,m,55--64
14029,SI,2002,14,m,55--64
14030,SI,2003,7,m,55--64
14031,SI,2004,8,m,55--64
14032,SI,2005,11,m,55--64
14033,SI,2006,7,m,55--64
14034,SI,2007,12,m,55--64
14035,SI,2008,12,m,55--64
14036,SK,1995,63,m,55--64
14037,SK,1996,61,m,55--64
14038,SK,1997,31,m,55--64
14039,SK,1998,37,m,55--64
14040,SK,1999,19,m,55--64
14041,SK,2000,16,m,55--64
14042,SK,2001,26,m,55--64
14043,SK,2002,21,m,55--64
14044,SK,2003,19,m,55--64
14045,SK,2004,12,m,55--64
14046,SK,2005,25,m,55--64
14047,SK,2006,29,m,55--64
14048,SK,2007,15,m,55--64
14049,SK,2008,10,m,55--64
14050,SL,1995,47,m,55--64
14051,SL,1996,79,m,55--64
14052,SL,1997,89,m,55--64
14053,SL,1998,78,m,55--64
14054,SL,2000,113,m,55--64
14055,SL,2001,123,m,55--64
14056,SL,2002,102,m,55--64
14057,SL,2003,149,m,55--64
14058,SL,2004,153,m,55--64
14059,SL,2005,226,m,55--64
14060,SL,2006,216,m,55--64
14061,SL,2007,258,m,55--64
14062,SL,2008,265,m,55--64
14063,SM,2003,0,m,55--64
14064,SM,2004,0,m,55--64
14065,SN,1995,300,m,55--64
14066,SN,1996,277,m,55--64
14067,SN,1997,267,m,55--64
14068,SN,1998,250,m,55--64
14069,SN,1999,233,m,55--64
14070,SN,2000,279,m,55--64
14071,SN,2001,258,m,55--64
14072,SN,2002,279,m,55--64
14073,SN,2003,293,m,55--64
14074,SN,2004,264,m,55--64
14075,SN,2005,274,m,55--64
14076,SN,2006,292,m,55--64
14077,SN,2007,329,m,55--64
14078,SN,2008,351,m,55--64
14079,SO,1995,278,m,55--64
14080,SO,1996,82,m,55--64
14081,SO,1997,172,m,55--64
14082,SO,1998,145,m,55--64
14083,SO,1999,175,m,55--64
14084,SO,2000,195,m,55--64
14085,SO,2001,257,m,55--64
14086,SO,2002,219,m,55--64
14087,SO,2003,250,m,55--64
14088,SO,2004,326,m,55--64
14089,SO,2005,330,m,55--64
14090,SO,2006,309,m,55--64
14091,SO,2007,296,m,55--64
14092,SO,2008,314,m,55--64
14093,SR,1996,4,m,55--64
14094,SR,1997,0,m,55--64
14095,SR,2000,0,m,55--64
14096,SR,2001,4,m,55--64
14097,SR,2002,3,m,55--64
14098,SR,2003,1,m,55--64
14099,SR,2004,2,m,55--64
14100,SR,2005,3,m,55--64
14101,SR,2006,1,m,55--64
14102,ST,2000,3,m,55--64
14103,ST,2001,5,m,55--64
14104,ST,2002,2,m,55--64
14105,ST,2003,0,m,55--64
14106,ST,2004,2,m,55--64
14107,ST,2005,5,m,55--64
14108,ST,2006,1,m,55--64
14109,ST,2007,4,m,55--64
14110,ST,2008,1,m,55--64
14111,SV,1996,54,m,55--64
14112,SV,1997,68,m,55--64
14113,SV,1998,65,m,55--64
14114,SV,1999,88,m,55--64
14115,SV,2000,62,m,55--64
14116,SV,2001,62,m,55--64
14117,SV,2002,59,m,55--64
14118,SV,2003,59,m,55--64
14119,SV,2004,77,m,55--64
14120,SV,2005,74,m,55--64
14121,SV,2006,54,m,55--64
14122,SV,2007,62,m,55--64
14123,SV,2008,79,m,55--64
14124,SY,1995,59,m,55--64
14125,SY,1996,69,m,55--64
14126,SY,1997,52,m,55--64
14127,SY,1998,48,m,55--64
14128,SY,2000,76,m,55--64
14129,SY,2001,64,m,55--64
14130,SY,2002,62,m,55--64
14131,SY,2003,75,m,55--64
14132,SY,2004,77,m,55--64
14133,SY,2005,62,m,55--64
14134,SY,2006,71,m,55--64
14135,SY,2007,49,m,55--64
14136,SY,2008,61,m,55--64
14137,SZ,1995,40,m,55--64
14138,SZ,1996,200,m,55--64
14139,SZ,2000,37,m,55--64
14140,SZ,2001,70,m,55--64
14141,SZ,2002,33,m,55--64
14142,SZ,2003,48,m,55--64
14143,SZ,2004,53,m,55--64
14144,SZ,2005,57,m,55--64
14145,SZ,2006,91,m,55--64
14146,SZ,2007,57,m,55--64
14147,SZ,2008,80,m,55--64
14148,TC,2003,0,m,55--64
14149,TC,2006,0,m,55--64
14150,TD,1999,42,m,55--64
14151,TD,2002,37,m,55--64
14152,TD,2003,191,m,55--64
14153,TD,2004,61,m,55--64
14154,TD,2005,123,m,55--64
14155,TG,1995,64,m,55--64
14156,TG,1996,37,m,55--64
14157,TG,1998,48,m,55--64
14158,TG,1999,42,m,55--64
14159,TG,2000,48,m,55--64
14160,TG,2002,55,m,55--64
14161,TG,2003,66,m,55--64
14162,TG,2004,69,m,55--64
14163,TG,2005,79,m,55--64
14164,TG,2006,94,m,55--64
14165,TG,2007,73,m,55--64
14166,TG,2008,113,m,55--64
14167,TH,1995,2607,m,55--64
14168,TH,1996,2004,m,55--64
14169,TH,1997,1434,m,55--64
14170,TH,1998,945,m,55--64
14171,TH,1999,1705,m,55--64
14172,TH,2000,1908,m,55--64
14173,TH,2001,2617,m,55--64
14174,TH,2002,2556,m,55--64
14175,TH,2003,2740,m,55--64
14176,TH,2004,2787,m,55--64
14177,TH,2005,2831,m,55--64
14178,TH,2006,3084,m,55--64
14179,TH,2007,3122,m,55--64
14180,TH,2008,3167,m,55--64
14181,TJ,1996,12,m,55--64
14182,TJ,1997,12,m,55--64
14183,TJ,1998,22,m,55--64
14184,TJ,2001,17,m,55--64
14185,TJ,2002,28,m,55--64
14186,TJ,2004,12,m,55--64
14187,TJ,2005,54,m,55--64
14188,TJ,2007,63,m,55--64
14189,TJ,2008,52,m,55--64
14190,TK,2007,0,m,55--64
14191,TK,2008,4,m,55--64
14192,TL,2002,58,m,55--64
14193,TL,2003,66,m,55--64
14194,TL,2004,65,m,55--64
14195,TL,2005,52,m,55--64
14196,TL,2006,48,m,55--64
14197,TL,2007,69,m,55--64
14198,TL,2008,52,m,55--64
14199,TM,1995,30,m,55--64
14200,TM,1996,37,m,55--64
14201,TM,1997,69,m,55--64
14202,TM,1998,48,m,55--64
14203,TM,1999,43,m,55--64
14204,TM,2000,31,m,55--64
14205,TM,2001,46,m,55--64
14206,TM,2002,38,m,55--64
14207,TM,2003,37,m,55--64
14208,TM,2004,37,m,55--64
14209,TM,2005,51,m,55--64
14210,TM,2006,33,m,55--64
14211,TM,2007,56,m,55--64
14212,TM,2008,56,m,55--64
14213,TN,1998,88,m,55--64
14214,TN,1999,88,m,55--64
14215,TN,2000,65,m,55--64
14216,TN,2001,83,m,55--64
14217,TN,2002,67,m,55--64
14218,TN,2003,66,m,55--64
14219,TN,2004,62,m,55--64
14220,TN,2005,53,m,55--64
14221,TN,2006,58,m,55--64
14222,TN,2007,71,m,55--64
14223,TN,2008,80,m,55--64
14224,TO,1995,1,m,55--64
14225,TO,1996,6,m,55--64
14226,TO,1997,1,m,55--64
14227,TO,1998,1,m,55--64
14228,TO,1999,3,m,55--64
14229,TO,2000,1,m,55--64
14230,TO,2001,2,m,55--64
14231,TO,2003,0,m,55--64
14232,TO,2005,1,m,55--64
14233,TO,2006,2,m,55--64
14234,TO,2007,1,m,55--64
14235,TO,2008,1,m,55--64
14236,TR,2004,28,m,55--64
14237,TR,2005,534,m,55--64
14238,TR,2006,575,m,55--64
14239,TR,2007,571,m,55--64
14240,TR,2008,607,m,55--64
14241,TT,1995,7,m,55--64
14242,TT,1996,6,m,55--64
14243,TT,1998,9,m,55--64
14244,TT,1999,5,m,55--64
14245,TT,2000,7,m,55--64
14246,TT,2001,17,m,55--64
14247,TT,2002,12,m,55--64
14248,TT,2003,10,m,55--64
14249,TT,2004,10,m,55--64
14250,TT,2005,10,m,55--64
14251,TT,2006,16,m,55--64
14252,TT,2007,18,m,55--64
14253,TT,2008,29,m,55--64
14254,TV,1995,1,m,55--64
14255,TV,1998,1,m,55--64
14256,TV,2003,0,m,55--64
14257,TV,2005,1,m,55--64
14258,TV,2006,0,m,55--64
14259,TV,2007,0,m,55--64
14260,TV,2008,0,m,55--64
14261,TZ,1995,1007,m,55--64
14262,TZ,1996,1109,m,55--64
14263,TZ,1997,1134,m,55--64
14264,TZ,1998,1112,m,55--64
14265,TZ,1999,1160,m,55--64
14266,TZ,2000,1202,m,55--64
14267,TZ,2001,1136,m,55--64
14268,TZ,2002,1211,m,55--64
14269,TZ,2003,1237,m,55--64
14270,TZ,2004,1272,m,55--64
14271,TZ,2005,1279,m,55--64
14272,TZ,2006,1348,m,55--64
14273,TZ,2007,1317,m,55--64
14274,TZ,2008,1230,m,55--64
14275,UA,1995,1087,m,55--64
14276,UA,1996,1264,m,55--64
14277,UA,1997,1141,m,55--64
14278,UA,1998,1140,m,55--64
14279,UA,1999,1067,m,55--64
14280,UA,2000,1062,m,55--64
14281,UA,2001,1050,m,55--64
14282,UA,2003,983,m,55--64
14283,UA,2006,1087,m,55--64
14284,UA,2007,2130,m,55--64
14285,UA,2008,1140,m,55--64
14286,UG,1995,602,m,55--64
14287,UG,1996,646,m,55--64
14288,UG,1997,733,m,55--64
14289,UG,1998,676,m,55--64
14290,UG,1999,613,m,55--64
14291,UG,2000,607,m,55--64
14292,UG,2001,638,m,55--64
14293,UG,2002,723,m,55--64
14294,UG,2003,719,m,55--64
14295,UG,2004,810,m,55--64
14296,UG,2005,725,m,55--64
14297,UG,2006,718,m,55--64
14298,UG,2007,766,m,55--64
14299,UG,2008,875,m,55--64
14300,US,1995,742,m,55--64
14301,US,1996,678,m,55--64
14302,US,1997,679,m,55--64
14303,US,1998,628,m,55--64
14304,US,1999,601,m,55--64
14305,US,2000,577,m,55--64
14306,US,2001,524,m,55--64
14307,US,2002,490,m,55--64
14308,US,2003,487,m,55--64
14309,US,2004,504,m,55--64
14310,US,2005,499,m,55--64
14311,US,2006,531,m,55--64
14312,US,2007,533,m,55--64
14313,US,2008,526,m,55--64
14314,UY,1995,38,m,55--64
14315,UY,1996,53,m,55--64
14316,UY,1997,55,m,55--64
14317,UY,1998,38,m,55--64
14318,UY,1999,48,m,55--64
14319,UY,2000,30,m,55--64
14320,UY,2001,31,m,55--64
14321,UY,2002,23,m,55--64
14322,UY,2003,38,m,55--64
14323,UY,2004,26,m,55--64
14324,UY,2005,34,m,55--64
14325,UY,2006,38,m,55--64
14326,UY,2007,39,m,55--64
14327,UY,2008,28,m,55--64
14328,UZ,1996,196,m,55--64
14329,UZ,1998,1,m,55--64
14330,UZ,1999,146,m,55--64
14331,UZ,2000,213,m,55--64
14332,UZ,2001,253,m,55--64
14333,UZ,2002,87,m,55--64
14334,UZ,2003,253,m,55--64
14335,UZ,2004,275,m,55--64
14336,UZ,2005,263,m,55--64
14337,UZ,2006,268,m,55--64
14338,UZ,2007,282,m,55--64
14339,UZ,2008,287,m,55--64
14340,VC,1998,0,m,55--64
14341,VC,2000,0,m,55--64
14342,VC,2002,2,m,55--64
14343,VC,2003,1,m,55--64
14344,VC,2005,0,m,55--64
14345,VC,2006,4,m,55--64
14346,VC,2007,1,m,55--64
14347,VE,1999,283,m,55--64
14348,VE,2002,246,m,55--64
14349,VE,2003,284,m,55--64
14350,VE,2004,272,m,55--64
14351,VE,2005,265,m,55--64
14352,VE,2006,267,m,55--64
14353,VE,2007,272,m,55--64
14354,VE,2008,271,m,55--64
14355,VG,2000,1,m,55--64
14356,VI,1995,0,m,55--64
14357,VI,1996,1,m,55--64
14358,VN,1996,5839,m,55--64
14359,VN,1997,5892,m,55--64
14360,VN,1998,5925,m,55--64
14361,VN,1999,5530,m,55--64
14362,VN,2000,5150,m,55--64
14363,VN,2001,5205,m,55--64
14364,VN,2002,5162,m,55--64
14365,VN,2003,5066,m,55--64
14366,VN,2004,5257,m,55--64
14367,VN,2005,4958,m,55--64
14368,VN,2006,5037,m,55--64
14369,VN,2007,5046,m,55--64
14370,VN,2008,5158,m,55--64
14371,VU,1995,4,m,55--64
14372,VU,1996,4,m,55--64
14373,VU,1998,2,m,55--64
14374,VU,1999,0,m,55--64
14375,VU,2000,5,m,55--64
14376,VU,2001,6,m,55--64
14377,VU,2002,2,m,55--64
14378,VU,2003,2,m,55--64
14379,VU,2004,3,m,55--64
14380,VU,2005,4,m,55--64
14381,VU,2006,4,m,55--64
14382,VU,2007,2,m,55--64
14383,VU,2008,4,m,55--64
14384,WF,1996,0,m,55--64
14385,WF,2003,0,m,55--64
14386,WF,2007,0,m,55--64
14387,WS,1995,3,m,55--64
14388,WS,1996,1,m,55--64
14389,WS,1997,1,m,55--64
14390,WS,1998,1,m,55--64
14391,WS,1999,1,m,55--64
14392,WS,2000,2,m,55--64
14393,WS,2001,0,m,55--64
14394,WS,2002,1,m,55--64
14395,WS,2003,1,m,55--64
14396,WS,2005,0,m,55--64
14397,WS,2006,1,m,55--64
14398,WS,2008,1,m,55--64
14399,YE,1995,148,m,55--64
14400,YE,1996,15,m,55--64
14401,YE,1997,165,m,55--64
14402,YE,1998,160,m,55--64
14403,YE,1999,161,m,55--64
14404,YE,2000,255,m,55--64
14405,YE,2001,252,m,55--64
14406,YE,2002,148,m,55--64
14407,YE,2003,154,m,55--64
14408,YE,2004,139,m,55--64
14409,YE,2005,149,m,55--64
14410,YE,2006,143,m,55--64
14411,YE,2007,165,m,55--64
14412,YE,2008,155,m,55--64
14413,YU,1995,350,m,55--64
14414,YU,1996,389,m,55--64
14415,YU,1997,410,m,55--64
14416,YU,2001,31,m,55--64
14417,YU,2002,22,m,55--64
14418,YU,2003,54,m,55--64
14419,YU,2004,128,m,55--64
14420,ZA,1999,434,m,55--64
14421,ZA,2000,435,m,55--64
14422,ZA,2001,690,m,55--64
14423,ZA,2002,2342,m,55--64
14424,ZA,2003,3604,m,55--64
14425,ZA,2004,3908,m,55--64
14426,ZA,2005,4124,m,55--64
14427,ZA,2006,4392,m,55--64
14428,ZA,2007,4792,m,55--64
14429,ZA,2008,5169,m,55--64
14430,ZM,1995,231,m,55--64
14431,ZM,2000,261,m,55--64
14432,ZM,2002,162,m,55--64
14433,ZM,2003,386,m,55--64
14434,ZM,2004,313,m,55--64
14435,ZM,2005,358,m,55--64
14436,ZM,2006,323,m,55--64
14437,ZM,2007,319,m,55--64
14438,ZM,2008,299,m,55--64
14439,ZW,2002,315,m,55--64
14440,ZW,2003,367,m,55--64
14441,ZW,2004,366,m,55--64
14442,ZW,2005,295,m,55--64
14443,ZW,2006,348,m,55--64
14444,ZW,2007,292,m,55--64
14445,ZW,2008,263,m,55--64
14446,AD,1996,0,m,65+
14447,AD,1997,6,m,65+
14448,AD,1998,0,m,65+
14449,AD,1999,0,m,65+
14450,AD,2000,0,m,65+
14451,AD,2002,0,m,65+
14452,AD,2003,0,m,65+
14453,AD,2004,0,m,65+
14454,AD,2005,0,m,65+
14455,AD,2006,1,m,65+
14456,AD,2008,0,m,65+
14457,AE,1999,5,m,65+
14458,AE,2000,10,m,65+
14459,AE,2002,0,m,65+
14460,AE,2003,10,m,65+
14461,AE,2004,7,m,65+
14462,AE,2006,4,m,65+
14463,AE,2007,10,m,65+
14464,AE,2008,6,m,65+
14465,AF,1997,0,m,65+
14466,AF,1998,41,m,65+
14467,AF,1999,8,m,65+
14468,AF,2000,80,m,65+
14469,AF,2001,103,m,65+
14470,AF,2002,189,m,65+
14471,AF,2003,203,m,65+
14472,AF,2004,310,m,65+
14473,AF,2005,419,m,65+
14474,AF,2006,410,m,65+
14475,AF,2007,507,m,65+
14476,AF,2008,575,m,65+
14477,AG,1996,0,m,65+
14478,AG,2000,1,m,65+
14479,AG,2002,0,m,65+
14480,AG,2003,0,m,65+
14481,AG,2007,0,m,65+
14482,AI,2004,0,m,65+
14483,AL,1995,30,m,65+
14484,AL,1997,19,m,65+
14485,AL,1998,24,m,65+
14486,AL,1999,15,m,65+
14487,AL,2000,16,m,65+
14488,AL,2001,30,m,65+
14489,AL,2002,25,m,65+
14490,AL,2003,19,m,65+
14491,AL,2004,20,m,65+
14492,AL,2005,37,m,65+
14493,AL,2006,20,m,65+
14494,AL,2007,19,m,65+
14495,AL,2008,16,m,65+
14496,AM,1995,1,m,65+
14497,AM,1996,7,m,65+
14498,AM,1997,12,m,65+
14499,AM,1998,15,m,65+
14500,AM,1999,20,m,65+
14501,AM,2000,21,m,65+
14502,AM,2001,9,m,65+
14503,AM,2002,14,m,65+
14504,AM,2003,18,m,65+
14505,AM,2004,24,m,65+
14506,AM,2005,24,m,65+
14507,AM,2006,17,m,65+
14508,AM,2007,20,m,65+
14509,AM,2008,15,m,65+
14510,AN,1996,1,m,65+
14511,AN,1997,3,m,65+
14512,AN,1998,2,m,65+
14513,AN,1999,0,m,65+
14514,AN,2000,0,m,65+
14515,AN,2001,0,m,65+
14516,AN,2002,1,m,65+
14517,AN,2003,3,m,65+
14518,AN,2004,1,m,65+
14519,AN,2006,0,m,65+
14520,AO,1995,14,m,65+
14521,AO,1996,169,m,65+
14522,AO,1997,193,m,65+
14523,AO,1998,135,m,65+
14524,AO,1999,234,m,65+
14525,AO,2000,194,m,65+
14526,AO,2001,173,m,65+
14527,AO,2002,444,m,65+
14528,AO,2003,361,m,65+
14529,AO,2004,321,m,65+
14530,AO,2005,461,m,65+
14531,AO,2006,428,m,65+
14532,AO,2007,465,m,65+
14533,AO,2008,420,m,65+
14534,AR,1996,286,m,65+
14535,AR,1997,393,m,65+
14536,AR,1998,370,m,65+
14537,AR,1999,380,m,65+
14538,AR,2000,330,m,65+
14539,AR,2001,436,m,65+
14540,AR,2002,399,m,65+
14541,AR,2003,405,m,65+
14542,AR,2004,345,m,65+
14543,AR,2005,348,m,65+
14544,AR,2006,321,m,65+
14545,AR,2007,324,m,65+
14546,AR,2008,295,m,65+
14547,AS,1997,1,m,65+
14548,AT,1995,73,m,65+
14549,AT,1997,185,m,65+
14550,AT,1999,49,m,65+
14551,AT,2000,41,m,65+
14552,AT,2001,27,m,65+
14553,AT,2002,25,m,65+
14554,AT,2003,28,m,65+
14555,AT,2004,21,m,65+
14556,AT,2005,30,m,65+
14557,AT,2006,19,m,65+
14558,AT,2007,25,m,65+
14559,AU,1997,28,m,65+
14560,AU,1998,31,m,65+
14561,AU,1999,49,m,65+
14562,AU,2000,49,m,65+
14563,AU,2001,35,m,65+
14564,AU,2002,34,m,65+
14565,AU,2003,30,m,65+
14566,AU,2004,32,m,65+
14567,AU,2005,30,m,65+
14568,AU,2006,43,m,65+
14569,AU,2007,37,m,65+
14570,AU,2008,42,m,65+
14571,AZ,1995,1,m,65+
14572,AZ,1996,16,m,65+
14573,AZ,1997,3,m,65+
14574,AZ,1998,2,m,65+
14575,AZ,1999,0,m,65+
14576,AZ,2000,0,m,65+
14577,AZ,2002,16,m,65+
14578,AZ,2003,20,m,65+
14579,AZ,2004,83,m,65+
14580,AZ,2005,88,m,65+
14581,AZ,2006,30,m,65+
14582,BA,1995,100,m,65+
14583,BA,1996,39,m,65+
14584,BA,1997,74,m,65+
14585,BA,1998,75,m,65+
14586,BA,1999,68,m,65+
14587,BA,2000,77,m,65+
14588,BA,2001,99,m,65+
14589,BA,2002,63,m,65+
14590,BA,2003,50,m,65+
14591,BA,2004,115,m,65+
14592,BA,2005,80,m,65+
14593,BA,2006,66,m,65+
14594,BA,2007,0,m,65+
14595,BA,2008,79,m,65+
14596,BB,1996,0,m,65+
14597,BB,2000,0,m,65+
14598,BB,2001,1,m,65+
14599,BB,2002,1,m,65+
14600,BB,2004,4,m,65+
14601,BB,2007,0,m,65+
14602,BB,2008,0,m,65+
14603,BD,1995,424,m,65+
14604,BD,1996,472,m,65+
14605,BD,1997,2003,m,65+
14606,BD,1998,2569,m,65+
14607,BD,1999,2701,m,65+
14608,BD,2000,2837,m,65+
14609,BD,2001,3039,m,65+
14610,BD,2002,3682,m,65+
14611,BD,2003,4142,m,65+
14612,BD,2004,5144,m,65+
14613,BD,2005,7453,m,65+
14614,BD,2006,9513,m,65+
14615,BD,2007,9830,m,65+
14616,BD,2008,10386,m,65+
14617,BE,1995,102,m,65+
14618,BE,1996,59,m,65+
14619,BE,1997,115,m,65+
14620,BE,1998,78,m,65+
14621,BE,1999,83,m,65+
14622,BE,2000,56,m,65+
14623,BE,2001,54,m,65+
14624,BE,2002,58,m,65+
14625,BE,2003,35,m,65+
14626,BE,2004,48,m,65+
14627,BE,2005,47,m,65+
14628,BE,2006,42,m,65+
14629,BE,2007,43,m,65+
14630,BE,2008,41,m,65+
14631,BF,1995,29,m,65+
14632,BF,1996,36,m,65+
14633,BF,1997,36,m,65+
14634,BF,1998,65,m,65+
14635,BF,1999,56,m,65+
14636,BF,2000,65,m,65+
14637,BF,2001,70,m,65+
14638,BF,2002,83,m,65+
14639,BF,2003,80,m,65+
14640,BF,2004,102,m,65+
14641,BF,2005,113,m,65+
14642,BF,2006,140,m,65+
14643,BF,2007,145,m,65+
14644,BF,2008,146,m,65+
14645,BG,2000,10,m,65+
14646,BG,2001,13,m,65+
14647,BG,2002,56,m,65+
14648,BG,2003,89,m,65+
14649,BG,2004,111,m,65+
14650,BG,2005,136,m,65+
14651,BG,2006,123,m,65+
14652,BG,2007,90,m,65+
14653,BG,2008,68,m,65+
14654,BH,1995,3,m,65+
14655,BH,1996,6,m,65+
14656,BH,1997,10,m,65+
14657,BH,1998,22,m,65+
14658,BH,1999,3,m,65+
14659,BH,2000,4,m,65+
14660,BH,2001,6,m,65+
14661,BH,2002,5,m,65+
14662,BH,2003,4,m,65+
14663,BH,2004,1,m,65+
14664,BH,2005,4,m,65+
14665,BH,2006,1,m,65+
14666,BH,2007,3,m,65+
14667,BH,2008,3,m,65+
14668,BI,1995,19,m,65+
14669,BI,1996,17,m,65+
14670,BI,1997,32,m,65+
14671,BI,1998,33,m,65+
14672,BI,1999,57,m,65+
14673,BI,2001,39,m,65+
14674,BI,2002,52,m,65+
14675,BI,2003,35,m,65+
14676,BI,2004,48,m,65+
14677,BI,2005,55,m,65+
14678,BI,2006,64,m,65+
14679,BI,2007,88,m,65+
14680,BI,2008,80,m,65+
14681,BJ,1995,92,m,65+
14682,BJ,1996,77,m,65+
14683,BJ,1997,107,m,65+
14684,BJ,1998,71,m,65+
14685,BJ,1999,85,m,65+
14686,BJ,2000,74,m,65+
14687,BJ,2002,94,m,65+
14688,BJ,2003,92,m,65+
14689,BJ,2004,82,m,65+
14690,BJ,2005,87,m,65+
14691,BJ,2006,106,m,65+
14692,BJ,2008,100,m,65+
14693,BM,2004,0,m,65+
14694,BN,1999,31,m,65+
14695,BN,2000,15,m,65+
14696,BN,2002,14,m,65+
14697,BN,2003,9,m,65+
14698,BN,2004,10,m,65+
14699,BN,2005,0,m,65+
14700,BN,2006,11,m,65+
14701,BN,2007,17,m,65+
14702,BN,2008,23,m,65+
14703,BO,1996,324,m,65+
14704,BO,1997,318,m,65+
14705,BO,1998,353,m,65+
14706,BO,1999,400,m,65+
14707,BO,2000,366,m,65+
14708,BO,2001,355,m,65+
14709,BO,2002,386,m,65+
14710,BO,2003,442,m,65+
14711,BO,2004,399,m,65+
14712,BO,2005,415,m,65+
14713,BO,2006,398,m,65+
14714,BO,2007,354,m,65+
14715,BO,2008,429,m,65+
14716,BR,1999,2121,m,65+
14717,BR,2000,4494,m,65+
14718,BR,2001,1694,m,65+
14719,BR,2002,2080,m,65+
14720,BR,2003,2057,m,65+
14721,BR,2004,2169,m,65+
14722,BR,2005,2140,m,65+
14723,BR,2006,2221,m,65+
14724,BR,2007,2075,m,65+
14725,BR,2008,1905,m,65+
14726,BS,1995,2,m,65+
14727,BS,1996,0,m,65+
14728,BS,1997,2,m,65+
14729,BS,1998,0,m,65+
14730,BS,1999,0,m,65+
14731,BS,2000,2,m,65+
14732,BS,2002,2,m,65+
14733,BS,2003,3,m,65+
14734,BS,2004,1,m,65+
14735,BS,2007,0,m,65+
14736,BS,2008,0,m,65+
14737,BT,1995,11,m,65+
14738,BT,1996,8,m,65+
14739,BT,1997,8,m,65+
14740,BT,1998,9,m,65+
14741,BT,1999,14,m,65+
14742,BT,2000,2,m,65+
14743,BT,2001,16,m,65+
14744,BT,2002,19,m,65+
14745,BT,2003,13,m,65+
14746,BT,2004,23,m,65+
14747,BT,2005,12,m,65+
14748,BT,2006,11,m,65+
14749,BT,2007,13,m,65+
14750,BT,2008,14,m,65+
14751,BW,1997,95,m,65+
14752,BW,1999,93,m,65+
14753,BW,2000,96,m,65+
14754,BW,2001,73,m,65+
14755,BW,2002,84,m,65+
14756,BW,2003,78,m,65+
14757,BW,2004,96,m,65+
14758,BW,2005,97,m,65+
14759,BW,2006,104,m,65+
14760,BW,2007,82,m,65+
14761,BW,2008,85,m,65+
14762,BY,2002,51,m,65+
14763,BY,2003,60,m,65+
14764,BY,2004,56,m,65+
14765,BY,2005,62,m,65+
14766,BY,2006,71,m,65+
14767,BY,2007,56,m,65+
14768,BY,2008,69,m,65+
14769,BZ,1995,1,m,65+
14770,BZ,1996,2,m,65+
14771,BZ,1997,6,m,65+
14772,BZ,2000,5,m,65+
14773,BZ,2001,11,m,65+
14774,BZ,2002,4,m,65+
14775,BZ,2003,8,m,65+
14776,BZ,2004,2,m,65+
14777,BZ,2005,3,m,65+
14778,BZ,2006,3,m,65+
14779,BZ,2007,3,m,65+
14780,BZ,2008,8,m,65+
14781,CA,1980,186,m,65+
14782,CA,1981,141,m,65+
14783,CA,1982,150,m,65+
14784,CA,1983,123,m,65+
14785,CA,1984,169,m,65+
14786,CA,1985,168,m,65+
14787,CA,1986,147,m,65+
14788,CA,1987,129,m,65+
14789,CA,1988,131,m,65+
14790,CA,1989,122,m,65+
14791,CA,1990,100,m,65+
14792,CA,1991,110,m,65+
14793,CA,1992,79,m,65+
14794,CA,1993,74,m,65+
14795,CA,1994,87,m,65+
14796,CA,1995,70,m,65+
14797,CA,1996,70,m,65+
14798,CA,1997,90,m,65+
14799,CA,1998,80,m,65+
14800,CA,1999,94,m,65+
14801,CA,2000,79,m,65+
14802,CA,2001,76,m,65+
14803,CA,2002,64,m,65+
14804,CA,2003,42,m,65+
14805,CA,2004,64,m,65+
14806,CA,2005,68,m,65+
14807,CA,2006,64,m,65+
14808,CA,2007,75,m,65+
14809,CA,2008,62,m,65+
14810,CD,1995,289,m,65+
14811,CD,1996,285,m,65+
14812,CD,1997,276,m,65+
14813,CD,1998,518,m,65+
14814,CD,1999,626,m,65+
14815,CD,2000,602,m,65+
14816,CD,2001,724,m,65+
14817,CD,2002,791,m,65+
14818,CD,2003,1047,m,65+
14819,CD,2004,1229,m,65+
14820,CD,2005,1499,m,65+
14821,CD,2006,1504,m,65+
14822,CD,2007,1752,m,65+
14823,CD,2008,1686,m,65+
14824,CF,1995,18,m,65+
14825,CF,1996,15,m,65+
14826,CF,1997,26,m,65+
14827,CF,1998,46,m,65+
